team_long_name,season,stage,goals_scored,goals_conceded,goal_difference
1. FSV Mainz 05,2012/2013,20,0,3,-3
1. FSV Mainz 05,2012/2013,21,1,1,0
1. FSV Mainz 05,2012/2013,22,2,2,0
1. FSV Mainz 05,2012/2013,23,1,1,0
1. FSV Mainz 05,2012/2013,24,1,1,0
1. FSV Mainz 05,2012/2013,25,1,0,1
1. FSV Mainz 05,2012/2013,26,0,0,0
1. FSV Mainz 05,2012/2013,27,1,1,0
1. FSV Mainz 05,2012/2013,28,1,2,-1
1. FSV Mainz 05,2012/2013,29,1,2,-1
1. FSV Mainz 05,2012/2013,30,0,2,-2
1. FSV Mainz 05,2012/2013,31,0,0,0
1. FSV Mainz 05,2012/2013,32,2,2,0
1. FSV Mainz 05,2012/2013,33,2,4,-2
1. FSV Mainz 05,2012/2013,34,2,2,0
1. FSV Mainz 05,2013/2014,1,3,2,1
1. FSV Mainz 05,2013/2014,2,2,1,1
1. FSV Mainz 05,2013/2014,3,2,0,2
1. FSV Mainz 05,2013/2014,4,1,4,-3
1. FSV Mainz 05,2013/2014,5,0,1,-1
1. FSV Mainz 05,2013/2014,6,1,4,-3
1. FSV Mainz 05,2013/2014,7,1,3,-2
1. FSV Mainz 05,2013/2014,8,2,2,0
1. FSV Mainz 05,2013/2014,9,1,4,-3
1. FSV Mainz 05,2013/2014,10,2,0,2
1. FSV Mainz 05,2013/2014,11,1,2,-1
1. FSV Mainz 05,2013/2014,12,1,0,1
1. FSV Mainz 05,2013/2014,13,3,2,1
1. FSV Mainz 05,2013/2014,14,1,3,-2
1. FSV Mainz 05,2013/2014,15,1,1,0
1. FSV Mainz 05,2013/2014,16,0,0,0
1. FSV Mainz 05,2013/2014,17,3,2,1
1. FSV Mainz 05,2013/2014,18,2,1,1
1. FSV Mainz 05,2013/2014,19,2,0,2
1. FSV Mainz 05,2013/2014,20,0,3,-3
1. FSV Mainz 05,2013/2014,21,2,0,2
1. FSV Mainz 05,2013/2014,22,0,0,0
1. FSV Mainz 05,2013/2014,23,1,0,1
1. FSV Mainz 05,2013/2014,24,1,1,0
1. FSV Mainz 05,2013/2014,25,4,2,2
1. FSV Mainz 05,2013/2014,26,0,2,-2
1. FSV Mainz 05,2013/2014,27,1,3,-2
1. FSV Mainz 05,2013/2014,28,3,0,3
1. FSV Mainz 05,2013/2014,29,0,2,-2
1. FSV Mainz 05,2013/2014,30,3,0,3
1. FSV Mainz 05,2013/2014,31,2,4,-2
1. FSV Mainz 05,2013/2014,32,2,0,2
1. FSV Mainz 05,2013/2014,33,1,3,-2
1. FSV Mainz 05,2013/2014,34,3,2,1
1. FSV Mainz 05,2014/2015,1,2,2,0
1. FSV Mainz 05,2014/2015,2,0,0,0
1. FSV Mainz 05,2014/2015,3,3,1,2
1. FSV Mainz 05,2014/2015,4,2,0,2
1. FSV Mainz 05,2014/2015,5,2,2,0
1. FSV Mainz 05,2014/2015,6,0,0,0
1. FSV Mainz 05,2014/2015,7,1,1,0
1. FSV Mainz 05,2014/2015,8,2,1,1
1. FSV Mainz 05,2014/2015,9,0,3,-3
1. FSV Mainz 05,2014/2015,10,1,2,-1
1. FSV Mainz 05,2014/2015,11,0,0,0
1. FSV Mainz 05,2014/2015,12,2,2,0
1. FSV Mainz 05,2014/2015,13,1,4,-3
1. FSV Mainz 05,2014/2015,14,1,2,-1
1. FSV Mainz 05,2014/2015,15,1,1,0
1. FSV Mainz 05,2014/2015,16,0,0,0
1. FSV Mainz 05,2014/2015,17,1,2,-1
1. FSV Mainz 05,2014/2015,18,5,0,5
1. FSV Mainz 05,2014/2015,19,1,1,0
1. FSV Mainz 05,2014/2015,20,0,2,-2
1. FSV Mainz 05,2014/2015,21,2,4,-2
1. FSV Mainz 05,2014/2015,22,3,1,2
1. FSV Mainz 05,2014/2015,23,0,2,-2
1. FSV Mainz 05,2014/2015,24,2,2,0
1. FSV Mainz 05,2014/2015,25,2,0,2
1. FSV Mainz 05,2014/2015,26,1,1,0
1. FSV Mainz 05,2014/2015,27,0,0,0
1. FSV Mainz 05,2014/2015,28,2,3,-1
1. FSV Mainz 05,2014/2015,29,3,2,1
1. FSV Mainz 05,2014/2015,30,2,0,2
1. FSV Mainz 05,2014/2015,31,1,2,-1
1. FSV Mainz 05,2014/2015,32,0,2,-2
1. FSV Mainz 05,2014/2015,33,2,0,2
1. FSV Mainz 05,2014/2015,34,0,2,-2
1. FSV Mainz 05,2015/2016,1,0,1,-1
1. FSV Mainz 05,2015/2016,2,2,1,1
1. FSV Mainz 05,2015/2016,3,3,0,3
1. FSV Mainz 05,2015/2016,4,1,2,-1
1. FSV Mainz 05,2015/2016,5,3,1,2
1. FSV Mainz 05,2015/2016,6,0,1,-1
1. FSV Mainz 05,2015/2016,7,0,3,-3
1. FSV Mainz 05,2015/2016,8,3,2,1
1. FSV Mainz 05,2015/2016,9,0,2,-2
1. FSV Mainz 05,2015/2016,10,1,3,-2
1. FSV Mainz 05,2015/2016,11,3,3,0
1. FSV Mainz 05,2015/2016,12,2,0,2
1. FSV Mainz 05,2015/2016,13,0,0,0
1. FSV Mainz 05,2015/2016,14,2,1,1
1. FSV Mainz 05,2015/2016,15,3,1,2
1. FSV Mainz 05,2015/2016,16,0,0,0
1. FSV Mainz 05,2015/2016,17,0,2,-2
1. FSV Mainz 05,2015/2016,18,0,1,-1
1. FSV Mainz 05,2015/2016,19,1,0,1
1. FSV Mainz 05,2015/2016,20,1,0,1
1. FSV Mainz 05,2015/2016,21,2,1,1
1. FSV Mainz 05,2015/2016,22,2,3,-1
1. FSV Mainz 05,2015/2016,23,3,1,2
1. FSV Mainz 05,2015/2016,24,2,1,1
1. FSV Mainz 05,2015/2016,25,0,0,0
1. FSV Mainz 05,2015/2016,26,0,2,-2
1. FSV Mainz 05,2015/2016,27,1,1,0
1. FSV Mainz 05,2015/2016,28,4,2,2
1. FSV Mainz 05,2015/2016,29,1,1,0
1. FSV Mainz 05,2015/2016,30,2,3,-1
1. FSV Mainz 05,2015/2016,31,1,2,-1
1. FSV Mainz 05,2015/2016,32,0,0,0
1. FSV Mainz 05,2015/2016,33,3,1,2
1. FSV Mainz 05,2015/2016,34,0,0,0
AC Ajaccio,2011/2012,1,0,2,-2
AC Ajaccio,2011/2012,2,1,1,0
AC Ajaccio,2011/2012,3,1,1,0
AC Ajaccio,2011/2012,4,1,4,-3
AC Ajaccio,2011/2012,5,3,1,2
AC Ajaccio,2011/2012,6,0,3,-3
AC Ajaccio,2011/2012,7,1,3,-2
AC Ajaccio,2011/2012,8,1,1,0
AC Ajaccio,2011/2012,9,1,1,0
AC Ajaccio,2011/2012,10,1,3,-2
AC Ajaccio,2011/2012,11,0,2,-2
AC Ajaccio,2011/2012,12,0,2,-2
AC Ajaccio,2011/2012,13,0,2,-2
AC Ajaccio,2011/2012,14,2,2,0
AC Ajaccio,2011/2012,15,1,3,-2
AC Ajaccio,2011/2012,16,2,3,-1
AC Ajaccio,2011/2012,17,2,2,0
AC Ajaccio,2011/2012,18,1,0,1
AC Ajaccio,2011/2012,19,2,0,2
AC Ajaccio,2011/2012,20,2,1,1
AC Ajaccio,2011/2012,21,2,1,1
AC Ajaccio,2011/2012,22,1,1,0
AC Ajaccio,2011/2012,23,0,3,-3
AC Ajaccio,2011/2012,24,0,0,0
AC Ajaccio,2011/2012,25,2,1,1
AC Ajaccio,2011/2012,26,1,4,-3
AC Ajaccio,2011/2012,27,1,0,1
AC Ajaccio,2011/2012,28,1,1,0
AC Ajaccio,2011/2012,29,1,1,0
AC Ajaccio,2011/2012,30,0,0,0
AC Ajaccio,2011/2012,31,1,1,0
AC Ajaccio,2011/2012,32,1,4,-3
AC Ajaccio,2011/2012,33,0,0,0
AC Ajaccio,2011/2012,34,1,3,-2
AC Ajaccio,2011/2012,35,2,1,1
AC Ajaccio,2011/2012,36,1,2,-1
AC Ajaccio,2011/2012,37,1,1,0
AC Ajaccio,2011/2012,38,2,0,2
AC Ajaccio,2012/2013,1,1,0,1
AC Ajaccio,2012/2013,2,0,0,0
AC Ajaccio,2012/2013,3,0,3,-3
AC Ajaccio,2012/2013,4,2,0,2
AC Ajaccio,2012/2013,5,0,2,-2
AC Ajaccio,2012/2013,6,2,2,0
AC Ajaccio,2012/2013,7,1,0,1
AC Ajaccio,2012/2013,8,0,2,-2
AC Ajaccio,2012/2013,9,0,0,0
AC Ajaccio,2012/2013,10,4,4,0
AC Ajaccio,2012/2013,11,0,2,-2
AC Ajaccio,2012/2013,12,4,2,2
AC Ajaccio,2012/2013,13,0,1,-1
AC Ajaccio,2012/2013,14,1,1,0
AC Ajaccio,2012/2013,15,0,0,0
AC Ajaccio,2012/2013,16,0,3,-3
AC Ajaccio,2012/2013,17,2,0,2
AC Ajaccio,2012/2013,18,2,3,-1
AC Ajaccio,2012/2013,19,2,4,-2
AC Ajaccio,2012/2013,20,0,0,0
AC Ajaccio,2012/2013,21,1,1,0
AC Ajaccio,2012/2013,22,1,1,0
AC Ajaccio,2012/2013,23,3,1,2
AC Ajaccio,2012/2013,24,1,0,1
AC Ajaccio,2012/2013,25,1,1,0
AC Ajaccio,2012/2013,26,1,3,-2
AC Ajaccio,2012/2013,27,0,1,-1
AC Ajaccio,2012/2013,28,1,0,1
AC Ajaccio,2012/2013,29,0,0,0
AC Ajaccio,2012/2013,30,2,3,-1
AC Ajaccio,2012/2013,31,0,0,0
AC Ajaccio,2012/2013,32,1,1,0
AC Ajaccio,2012/2013,33,2,4,-2
AC Ajaccio,2012/2013,34,2,1,1
AC Ajaccio,2012/2013,35,1,1,0
AC Ajaccio,2012/2013,36,0,1,-1
AC Ajaccio,2012/2013,37,1,1,0
AC Ajaccio,2012/2013,38,0,2,-2
AC Ajaccio,2013/2014,1,0,1,-1
AC Ajaccio,2013/2014,2,1,1,0
AC Ajaccio,2013/2014,3,0,0,0
AC Ajaccio,2013/2014,4,0,0,0
AC Ajaccio,2013/2014,5,2,3,-1
AC Ajaccio,2013/2014,6,0,2,-2
AC Ajaccio,2013/2014,7,2,1,1
AC Ajaccio,2013/2014,8,1,1,0
AC Ajaccio,2013/2014,9,0,3,-3
AC Ajaccio,2013/2014,10,0,1,-1
AC Ajaccio,2013/2014,11,1,2,-1
AC Ajaccio,2013/2014,12,1,3,-2
AC Ajaccio,2013/2014,13,1,1,0
AC Ajaccio,2013/2014,14,1,3,-2
AC Ajaccio,2013/2014,15,0,4,-4
AC Ajaccio,2013/2014,16,1,1,0
AC Ajaccio,2013/2014,17,0,1,-1
AC Ajaccio,2013/2014,18,1,2,-1
AC Ajaccio,2013/2014,19,1,4,-3
AC Ajaccio,2013/2014,20,1,2,-1
AC Ajaccio,2013/2014,21,0,2,-2
AC Ajaccio,2013/2014,22,1,1,0
AC Ajaccio,2013/2014,23,1,1,0
AC Ajaccio,2013/2014,24,3,1,2
AC Ajaccio,2013/2014,25,1,3,-2
AC Ajaccio,2013/2014,26,0,2,-2
AC Ajaccio,2013/2014,27,2,3,-1
AC Ajaccio,2013/2014,28,2,2,0
AC Ajaccio,2013/2014,29,1,2,-1
AC Ajaccio,2013/2014,30,3,2,1
AC Ajaccio,2013/2014,31,2,2,0
AC Ajaccio,2013/2014,32,1,3,-2
AC Ajaccio,2013/2014,33,1,1,0
AC Ajaccio,2013/2014,34,1,2,-1
AC Ajaccio,2013/2014,35,1,4,-3
AC Ajaccio,2013/2014,36,0,1,-1
AC Ajaccio,2013/2014,37,2,1,1
AC Ajaccio,2013/2014,38,1,3,-2
AC Arles-Avignon,2010/2011,1,1,2,-1
AC Arles-Avignon,2010/2011,2,0,1,-1
AC Arles-Avignon,2010/2011,3,1,2,-1
AC Arles-Avignon,2010/2011,4,0,1,-1
AC Arles-Avignon,2010/2011,5,0,4,-4
AC Arles-Avignon,2010/2011,6,0,3,-3
AC Arles-Avignon,2010/2011,7,1,3,-2
AC Arles-Avignon,2010/2011,8,0,4,-4
AC Arles-Avignon,2010/2011,9,0,0,0
AC Arles-Avignon,2010/2011,10,1,1,0
AC Arles-Avignon,2010/2011,11,0,2,-2
AC Arles-Avignon,2010/2011,12,3,2,1
AC Arles-Avignon,2010/2011,13,0,0,0
AC Arles-Avignon,2010/2011,14,2,4,-2
AC Arles-Avignon,2010/2011,15,0,3,-3
AC Arles-Avignon,2010/2011,16,1,1,0
AC Arles-Avignon,2010/2011,17,0,1,-1
AC Arles-Avignon,2010/2011,18,0,2,-2
AC Arles-Avignon,2010/2011,19,0,0,0
AC Arles-Avignon,2010/2011,20,0,4,-4
AC Arles-Avignon,2010/2011,21,1,2,-1
AC Arles-Avignon,2010/2011,22,0,1,-1
AC Arles-Avignon,2010/2011,23,0,0,0
AC Arles-Avignon,2010/2011,24,1,1,0
AC Arles-Avignon,2010/2011,25,1,1,0
AC Arles-Avignon,2010/2011,26,0,5,-5
AC Arles-Avignon,2010/2011,27,3,3,0
AC Arles-Avignon,2010/2011,28,0,2,-2
AC Arles-Avignon,2010/2011,29,0,2,-2
AC Arles-Avignon,2010/2011,30,0,0,0
AC Arles-Avignon,2010/2011,31,0,1,-1
AC Arles-Avignon,2010/2011,32,0,0,0
AC Arles-Avignon,2010/2011,33,0,5,-5
AC Arles-Avignon,2010/2011,34,0,1,-1
AC Arles-Avignon,2010/2011,35,2,3,-1
AC Arles-Avignon,2010/2011,36,1,0,1
AC Arles-Avignon,2010/2011,37,1,0,1
AC Arles-Avignon,2010/2011,38,1,3,-2
AC Bellinzona,2008/2009,1,1,3,-2
AC Bellinzona,2008/2009,2,1,2,-1
AC Bellinzona,2008/2009,3,0,2,-2
AC Bellinzona,2008/2009,4,2,2,0
AC Bellinzona,2008/2009,5,2,0,2
AC Bellinzona,2008/2009,6,1,1,0
AC Bellinzona,2008/2009,7,0,0,0
AC Bellinzona,2008/2009,8,0,3,-3
AC Bellinzona,2008/2009,9,1,2,-1
AC Bellinzona,2008/2009,10,1,1,0
AC Bellinzona,2008/2009,11,3,3,0
AC Bellinzona,2008/2009,12,2,3,-1
AC Bellinzona,2008/2009,13,0,1,-1
AC Bellinzona,2008/2009,14,2,1,1
AC Bellinzona,2008/2009,15,1,0,1
AC Bellinzona,2008/2009,16,1,0,1
AC Bellinzona,2008/2009,17,0,3,-3
AC Bellinzona,2008/2009,18,0,3,-3
AC Bellinzona,2008/2009,19,1,0,1
AC Bellinzona,2008/2009,20,0,0,0
AC Bellinzona,2008/2009,21,0,1,-1
AC Bellinzona,2008/2009,22,2,0,2
AC Bellinzona,2008/2009,23,0,3,-3
AC Bellinzona,2008/2009,24,6,2,4
AC Bellinzona,2008/2009,25,2,4,-2
AC Bellinzona,2008/2009,26,1,1,0
AC Bellinzona,2008/2009,27,0,0,0
AC Bellinzona,2008/2009,28,1,2,-1
AC Bellinzona,2008/2009,29,1,1,0
AC Bellinzona,2008/2009,30,2,0,2
AC Bellinzona,2008/2009,31,3,1,2
AC Bellinzona,2008/2009,32,2,1,1
AC Bellinzona,2008/2009,33,0,1,-1
AC Bellinzona,2008/2009,34,3,1,2
AC Bellinzona,2008/2009,35,0,1,-1
AC Bellinzona,2008/2009,36,2,2,0
AC Bellinzona,2009/2010,1,1,1,0
AC Bellinzona,2009/2010,2,1,2,-1
AC Bellinzona,2009/2010,3,1,4,-3
AC Bellinzona,2009/2010,4,4,1,3
AC Bellinzona,2009/2010,5,2,4,-2
AC Bellinzona,2009/2010,6,1,1,0
AC Bellinzona,2009/2010,7,0,0,0
AC Bellinzona,2009/2010,8,1,3,-2
AC Bellinzona,2009/2010,9,2,3,-1
AC Bellinzona,2009/2010,10,1,4,-3
AC Bellinzona,2009/2010,11,0,2,-2
AC Bellinzona,2009/2010,12,3,2,1
AC Bellinzona,2009/2010,13,2,1,1
AC Bellinzona,2009/2010,14,1,7,-6
AC Bellinzona,2009/2010,15,0,5,-5
AC Bellinzona,2009/2010,16,0,7,-7
AC Bellinzona,2009/2010,17,3,1,2
AC Bellinzona,2009/2010,18,2,3,-1
AC Bellinzona,2009/2010,19,3,6,-3
AC Bellinzona,2009/2010,20,0,2,-2
AC Bellinzona,2009/2010,21,1,2,-1
AC Bellinzona,2009/2010,22,0,2,-2
AC Bellinzona,2009/2010,23,1,2,-1
AC Bellinzona,2009/2010,24,3,2,1
AC Bellinzona,2009/2010,25,0,2,-2
AC Bellinzona,2009/2010,26,1,3,-2
AC Bellinzona,2009/2010,27,0,2,-2
AC Bellinzona,2009/2010,28,1,2,-1
AC Bellinzona,2009/2010,29,1,2,-1
AC Bellinzona,2009/2010,30,1,4,-3
AC Bellinzona,2009/2010,31,0,2,-2
AC Bellinzona,2009/2010,32,2,1,1
AC Bellinzona,2009/2010,33,0,4,-4
AC Bellinzona,2009/2010,34,0,0,0
AC Bellinzona,2009/2010,35,2,1,1
AC Bellinzona,2009/2010,36,1,2,-1
AC Bellinzona,2010/2011,1,0,2,-2
AC Bellinzona,2010/2011,2,2,3,-1
AC Bellinzona,2010/2011,3,2,1,1
AC Bellinzona,2010/2011,4,1,0,1
AC Bellinzona,2010/2011,5,2,2,0
AC Bellinzona,2010/2011,6,2,1,1
AC Bellinzona,2010/2011,7,1,1,0
AC Bellinzona,2010/2011,8,2,6,-4
AC Bellinzona,2010/2011,9,2,2,0
AC Bellinzona,2010/2011,10,1,1,0
AC Bellinzona,2010/2011,11,1,3,-2
AC Bellinzona,2010/2011,12,1,1,0
AC Bellinzona,2010/2011,13,1,3,-2
AC Bellinzona,2010/2011,14,1,2,-1
AC Bellinzona,2010/2011,15,3,3,0
AC Bellinzona,2010/2011,16,3,2,1
AC Bellinzona,2010/2011,17,0,3,-3
AC Bellinzona,2010/2011,18,0,0,0
AC Bellinzona,2010/2011,19,1,5,-4
AC Bellinzona,2010/2011,20,0,1,-1
AC Bellinzona,2010/2011,21,2,0,2
AC Bellinzona,2010/2011,22,0,5,-5
AC Bellinzona,2010/2011,23,2,1,1
AC Bellinzona,2010/2011,24,0,4,-4
AC Bellinzona,2010/2011,25,0,1,-1
AC Bellinzona,2010/2011,26,2,2,0
AC Bellinzona,2010/2011,27,1,1,0
AC Bellinzona,2010/2011,28,0,4,-4
AC Bellinzona,2010/2011,29,2,2,0
AC Bellinzona,2010/2011,30,2,3,-1
AC Bellinzona,2010/2011,31,0,1,-1
AC Bellinzona,2010/2011,32,0,2,-2
AC Bellinzona,2010/2011,33,1,3,-2
AC Bellinzona,2010/2011,34,1,1,0
AC Bellinzona,2010/2011,35,1,3,-2
AC Bellinzona,2010/2011,36,2,0,2
ADO Den Haag,2008/2009,1,5,2,3
ADO Den Haag,2008/2009,2,3,0,3
ADO Den Haag,2008/2009,3,0,2,-2
ADO Den Haag,2008/2009,4,0,0,0
ADO Den Haag,2008/2009,5,0,3,-3
ADO Den Haag,2008/2009,6,2,0,2
ADO Den Haag,2008/2009,7,1,3,-2
ADO Den Haag,2008/2009,8,0,2,-2
ADO Den Haag,2008/2009,9,1,3,-2
ADO Den Haag,2008/2009,10,0,1,-1
ADO Den Haag,2008/2009,11,0,1,-1
ADO Den Haag,2008/2009,12,1,3,-2
ADO Den Haag,2008/2009,13,1,2,-1
ADO Den Haag,2008/2009,14,4,0,4
ADO Den Haag,2008/2009,15,1,1,0
ADO Den Haag,2008/2009,16,0,0,0
ADO Den Haag,2008/2009,17,0,3,-3
ADO Den Haag,2008/2009,18,2,2,0
ADO Den Haag,2008/2009,19,1,0,1
ADO Den Haag,2008/2009,20,0,1,-1
ADO Den Haag,2008/2009,21,0,6,-6
ADO Den Haag,2008/2009,22,1,3,-2
ADO Den Haag,2008/2009,23,1,0,1
ADO Den Haag,2008/2009,24,1,1,0
ADO Den Haag,2008/2009,25,0,1,-1
ADO Den Haag,2008/2009,26,1,1,0
ADO Den Haag,2008/2009,27,3,0,3
ADO Den Haag,2008/2009,28,0,2,-2
ADO Den Haag,2008/2009,29,1,4,-3
ADO Den Haag,2008/2009,30,1,2,-1
ADO Den Haag,2008/2009,31,3,3,0
ADO Den Haag,2008/2009,32,2,3,-1
ADO Den Haag,2008/2009,33,2,2,0
ADO Den Haag,2008/2009,34,3,1,2
ADO Den Haag,2009/2010,1,1,2,-1
ADO Den Haag,2009/2010,2,2,2,0
ADO Den Haag,2009/2010,3,0,1,-1
ADO Den Haag,2009/2010,4,3,1,2
ADO Den Haag,2009/2010,5,2,0,2
ADO Den Haag,2009/2010,6,2,1,1
ADO Den Haag,2009/2010,7,0,1,-1
ADO Den Haag,2009/2010,8,0,3,-3
ADO Den Haag,2009/2010,9,1,1,0
ADO Den Haag,2009/2010,10,1,1,0
ADO Den Haag,2009/2010,11,2,3,-1
ADO Den Haag,2009/2010,12,0,3,-3
ADO Den Haag,2009/2010,13,1,5,-4
ADO Den Haag,2009/2010,14,1,1,0
ADO Den Haag,2009/2010,15,0,2,-2
ADO Den Haag,2009/2010,16,1,1,0
ADO Den Haag,2009/2010,17,1,4,-3
ADO Den Haag,2009/2010,18,0,3,-3
ADO Den Haag,2009/2010,19,0,0,0
ADO Den Haag,2009/2010,20,2,1,1
ADO Den Haag,2009/2010,21,0,2,-2
ADO Den Haag,2009/2010,22,0,2,-2
ADO Den Haag,2009/2010,23,3,0,3
ADO Den Haag,2009/2010,24,2,2,0
ADO Den Haag,2009/2010,25,1,2,-1
ADO Den Haag,2009/2010,26,1,1,0
ADO Den Haag,2009/2010,27,1,3,-2
ADO Den Haag,2009/2010,28,0,0,0
ADO Den Haag,2009/2010,29,0,3,-3
ADO Den Haag,2009/2010,30,0,1,-1
ADO Den Haag,2009/2010,31,2,0,2
ADO Den Haag,2009/2010,32,2,3,-1
ADO Den Haag,2009/2010,33,4,0,4
ADO Den Haag,2009/2010,34,2,4,-2
ADO Den Haag,2010/2011,1,1,3,-2
ADO Den Haag,2010/2011,2,1,3,-2
ADO Den Haag,2010/2011,3,3,2,1
ADO Den Haag,2010/2011,4,2,2,0
ADO Den Haag,2010/2011,5,2,2,0
ADO Den Haag,2010/2011,6,4,2,2
ADO Den Haag,2010/2011,7,3,2,1
ADO Den Haag,2010/2011,8,0,0,0
ADO Den Haag,2010/2011,9,2,1,1
ADO Den Haag,2010/2011,10,2,3,-1
ADO Den Haag,2010/2011,11,1,3,-2
ADO Den Haag,2010/2011,12,1,0,1
ADO Den Haag,2010/2011,13,1,0,1
ADO Den Haag,2010/2011,14,1,1,0
ADO Den Haag,2010/2011,15,3,0,3
ADO Den Haag,2010/2011,16,1,2,-1
ADO Den Haag,2010/2011,17,0,2,-2
ADO Den Haag,2010/2011,18,1,1,0
ADO Den Haag,2010/2011,19,2,1,1
ADO Den Haag,2010/2011,20,3,1,2
ADO Den Haag,2010/2011,21,5,1,4
ADO Den Haag,2010/2011,22,1,0,1
ADO Den Haag,2010/2011,23,3,0,3
ADO Den Haag,2010/2011,24,2,2,0
ADO Den Haag,2010/2011,25,2,3,-1
ADO Den Haag,2010/2011,26,5,1,4
ADO Den Haag,2010/2011,27,0,1,-1
ADO Den Haag,2010/2011,28,3,2,1
ADO Den Haag,2010/2011,29,3,2,1
ADO Den Haag,2010/2011,30,1,0,1
ADO Den Haag,2010/2011,31,1,3,-2
ADO Den Haag,2010/2011,32,1,2,-1
ADO Den Haag,2010/2011,33,2,4,-2
ADO Den Haag,2010/2011,34,0,3,-3
ADO Den Haag,2011/2012,1,0,0,0
ADO Den Haag,2011/2012,2,2,4,-2
ADO Den Haag,2011/2012,3,0,3,-3
ADO Den Haag,2011/2012,4,3,0,3
ADO Den Haag,2011/2012,5,0,1,-1
ADO Den Haag,2011/2012,6,2,5,-3
ADO Den Haag,2011/2012,7,2,0,2
ADO Den Haag,2011/2012,8,3,0,3
ADO Den Haag,2011/2012,9,1,4,-3
ADO Den Haag,2011/2012,10,1,0,1
ADO Den Haag,2011/2012,11,0,4,-4
ADO Den Haag,2011/2012,12,0,3,-3
ADO Den Haag,2011/2012,13,2,2,0
ADO Den Haag,2011/2012,14,1,1,0
ADO Den Haag,2011/2012,15,3,0,3
ADO Den Haag,2011/2012,16,2,0,2
ADO Den Haag,2011/2012,17,0,4,-4
ADO Den Haag,2011/2012,18,3,3,0
ADO Den Haag,2011/2012,19,0,2,-2
ADO Den Haag,2011/2012,20,0,6,-6
ADO Den Haag,2011/2012,21,1,1,0
ADO Den Haag,2011/2012,22,1,1,0
ADO Den Haag,2011/2012,23,0,4,-4
ADO Den Haag,2011/2012,24,0,0,0
ADO Den Haag,2011/2012,25,2,0,2
ADO Den Haag,2011/2012,26,0,2,-2
ADO Den Haag,2011/2012,27,1,1,0
ADO Den Haag,2011/2012,28,0,1,-1
ADO Den Haag,2011/2012,29,3,0,3
ADO Den Haag,2011/2012,30,0,1,-1
ADO Den Haag,2011/2012,31,1,2,-1
ADO Den Haag,2011/2012,32,1,2,-1
ADO Den Haag,2011/2012,33,0,5,-5
ADO Den Haag,2011/2012,34,3,5,-2
ADO Den Haag,2012/2013,1,2,2,0
ADO Den Haag,2012/2013,2,2,2,0
ADO Den Haag,2012/2013,3,4,2,2
ADO Den Haag,2012/2013,4,0,1,-1
ADO Den Haag,2012/2013,5,3,1,2
ADO Den Haag,2012/2013,6,1,1,0
ADO Den Haag,2012/2013,7,3,3,0
ADO Den Haag,2012/2013,8,1,1,0
ADO Den Haag,2012/2013,9,1,2,-1
ADO Den Haag,2012/2013,10,2,0,2
ADO Den Haag,2012/2013,11,0,0,0
ADO Den Haag,2012/2013,12,2,2,0
ADO Den Haag,2012/2013,13,1,6,-5
ADO Den Haag,2012/2013,14,3,0,3
ADO Den Haag,2012/2013,15,0,2,-2
ADO Den Haag,2012/2013,16,1,1,0
ADO Den Haag,2012/2013,17,2,3,-1
ADO Den Haag,2012/2013,18,2,0,2
ADO Den Haag,2012/2013,19,1,1,0
ADO Den Haag,2012/2013,20,2,2,0
ADO Den Haag,2012/2013,21,0,7,-7
ADO Den Haag,2012/2013,22,2,1,1
ADO Den Haag,2012/2013,23,2,1,1
ADO Den Haag,2012/2013,24,1,1,0
ADO Den Haag,2012/2013,25,3,1,2
ADO Den Haag,2012/2013,26,1,1,0
ADO Den Haag,2012/2013,27,0,4,-4
ADO Den Haag,2012/2013,28,0,4,-4
ADO Den Haag,2012/2013,29,0,1,-1
ADO Den Haag,2012/2013,30,1,3,-2
ADO Den Haag,2012/2013,31,1,2,-1
ADO Den Haag,2012/2013,32,1,1,0
ADO Den Haag,2012/2013,33,2,0,2
ADO Den Haag,2012/2013,34,2,4,-2
ADO Den Haag,2013/2014,1,2,3,-1
ADO Den Haag,2013/2014,2,1,2,-1
ADO Den Haag,2013/2014,3,2,1,1
ADO Den Haag,2013/2014,4,0,4,-4
ADO Den Haag,2013/2014,5,0,1,-1
ADO Den Haag,2013/2014,6,2,1,1
ADO Den Haag,2013/2014,7,1,1,0
ADO Den Haag,2013/2014,8,2,4,-2
ADO Den Haag,2013/2014,9,1,1,0
ADO Den Haag,2013/2014,10,1,6,-5
ADO Den Haag,2013/2014,11,3,2,1
ADO Den Haag,2013/2014,12,0,2,-2
ADO Den Haag,2013/2014,13,3,0,3
ADO Den Haag,2013/2014,14,0,3,-3
ADO Den Haag,2013/2014,15,0,4,-4
ADO Den Haag,2013/2014,16,2,1,1
ADO Den Haag,2013/2014,17,1,2,-1
ADO Den Haag,2013/2014,18,0,2,-2
ADO Den Haag,2013/2014,19,1,3,-2
ADO Den Haag,2013/2014,20,3,2,1
ADO Den Haag,2013/2014,21,0,3,-3
ADO Den Haag,2013/2014,22,0,3,-3
ADO Den Haag,2013/2014,23,0,0,0
ADO Den Haag,2013/2014,24,1,0,1
ADO Den Haag,2013/2014,25,3,2,1
ADO Den Haag,2013/2014,26,1,1,0
ADO Den Haag,2013/2014,27,1,1,0
ADO Den Haag,2013/2014,28,2,1,1
ADO Den Haag,2013/2014,29,1,1,0
ADO Den Haag,2013/2014,30,1,1,0
